id,title,Publish Time,Mission,Methods,Object
152,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJS..266...18Z"", ""Searching for Double-line Spectroscopic Binaries in the LAMOST Medium-resolution Spectroscopic Survey with Deep Learning"")",2023-6-1,Object Detection,CNN,Stars
153,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...950..186Z"", ""Nonparametric Model for the Equations of State of a Neutron Star from Deep Neural Network"")",2023-6-1,Statistical Inference,NN,Stars
154,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...950..146X"", ""Denoising Diffusion Probabilistic Models to Predict the Density of Molecular Clouds"")",2023-6-1,Generation,Diffusion,Interstellar Medium
155,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...950...80R"", ""Surrogate Forward Models for Population Inference on Compact Binary Mergers"")",2023-6-1,Statistical Inference,NN,Gravitational Waves
156,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...950...77H"", ""Nonparametric Representation of Neutron Star Equation of State Using Variational Autoencoder"")",2023-6-1,Generation,VAE,Stars
157,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...950...70G"", ""Learning Neutrino Effects in Cosmology with Convolutional Neural Network"")",2023-6-1,Generation,CNN:D3M,High Energy: Neutrinos
158,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...950...49M"", ""Improved Tomographic Binning of 3 \texttimes 2 pt Lens Samples: Neural Network Classifiers and Optimal Bin Assignments"")",2023-6-1,Data Processing,NN,Cosmology
159,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...950...21M"", ""Prompt Detection of Fast Optical Bursts with the Vera C. Rubin Observatory"")",2023-6-1,Object Detection,NN,Transient
160,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...949...40F"", ""A Machine Learning-Based Approach to Time-series Wave Identification in the Solar Wind"")",2023-6-1,Object Classification,CNN,Solar
161,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023AJ....165..233J"", ""Observation Strategy Optimization for Distributed Telescope Arrays with Deep Reinforcement Learning"")",2023-6-1,Optimization,NN,Instruments/Software/Methods
162,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...674A.175K"", ""Spectral classification of young stars using conditional invertible neural networks. I. Introducing and validating the method"")",2023-6-1,Object Classification,CNN:cINN,Stars
163,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...674A.161T"", ""Challenging interferometric imaging: Machine learning-based source localization from uv-plane observations"")",2023-6-1,Data Processing,NN,Instruments/Software/Methods
164,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...674A.126Z"", ""Cascaded Temporal and Spatial Attention Network for solar adaptive optics image restoration"")",2023-6-1,Image Restoration,Transformer:CTSAN ,Solar
165,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...674A.107C"", ""Joint machine learning and analytic track reconstruction for X-ray polarimetry with gas pixel detectors"")",2023-6-1,Prediction,CNN,Instruments/Software/Methods
167,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107j3003V"", ""Weighing the Milky Way and Andromeda galaxies with artificial intelligence"")",2023-5-1,Statistical Inference,GNN,Galaxies
168,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.3861D"", ""Identification of tidal features in deep optical galaxy images with convolutional neural networks"")",2023-5-1,Object Detection,CNN,Galaxies
169,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.3441M"", ""Estimating dynamical parameters of two interacting galaxies using deep learning"")",2023-5-1,Prediction-Regression,CNN,Galaxies
170,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.2050L"", ""Cosmological constraints from HSC survey first-year data using deep learning"")",2023-5-1,Statistical Inference,CNN,Cosmology
171,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.1633D"", ""Revealing the Milky Way's most recent major merger with a Gaia EDR3 catalogue of machine-learned line-of-sight velocities"")",2023-5-1,Prediction-Regression,NN,Galaxies
172,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.1601B"", ""Pan-chromatic photometric classification of supernovae from multiple surveys and transfer learning for future surveys"")",2023-5-1,Object Classification,CNN,Stars
173,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.521..902K"", ""PINION: physics-informed neural network for accelerating radiative transfer simulations for cosmic reionization"")",2023-5-1,Simulation,PINNS,Cosmology
175,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...949...12H"", ""Machine Learning Applied to X-Ray Spectra: Separating Stars in Orion Nebula Cluster from Active Galactic Nuclei in CDFS"")",2023-5-1,Object Classification,NN,AGN
176,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...948...78S"", ""Improving the Arrival Time Estimates of Coronal Mass Ejections by Using Magnetohydrodynamic Ensemble Modeling, Heliospheric Imager Data, and Machine Learning"")",2023-5-1,Prediction-Regression,NN,Solar
177,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...948...40O"", ""Harnessing the Hubble Space Telescope Archives: A Catalog of 21,926 Interacting Galaxies"")",2023-5-1,Object Detection,CNN,Galaxies
179,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...673A.105B"", ""The CARMENES search for exoplanets around M dwarfs. A deep transfer learning method to determine T$_eff$ and [M/H] of target stars"")",2023-5-1,Statistical Inference,BNN,Stars
180,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...673A.103M"", ""The miniJPAS survey quasar selection. III. Classification with artificial neural networks and hybridisation"")",2023-5-1,Object Classification,NN,Galaxies
183,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...673A..33S"", ""HOLISMOKES. X. Comparison between neural network and semi-automated traditional modeling of strong lenses"")",2023-5-1,Prediction,NN,Gravitational Lenses
185,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107h3026D"", ""Deep learning techniques for imaging air Cherenkov telescopes"")",2023-4-1,Object Detection,CNN,High Energy: Gamma Rays
186,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107h2003A"", ""Searches for mass-asymmetric compact binary coalescence events using neural networks in the LIGO/Virgo third observation period"")",2023-4-1,Object Detection,CNN,Stars
187,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6256S"", ""Reconstructing cosmological initial conditions from late-time structure with convolutional neural networks"")",2023-4-1,Data Reconstruction,CNN,Cosmology
188,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6070I"", ""Simulating a full-sky high resolution Galactic synchrotron spectral index map using neural networks"")",2023-4-1,Simulation,CNN,Cosmology
189,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.5552P"", ""Characterization of inpaint residuals in interferometric measurements of the epoch of reionization"")",2023-4-1,Data Reconstruction,CNN,Cosmology
190,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.4981K"", ""Noise-Net: determining physical properties of H II regions reflecting observational uncertainties"")",2023-4-1,Prediction,CNN:cINN,Interstellar Medium
192,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.3576F"", ""The resolved chemical composition of the starburst dwarf galaxy CGCG007-025: direct method versus photoionization model fitting"")",2023-4-1,Prediction-Regression,NN,Galaxies
193,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.3529E"", ""Euclid preparation - XXIII. Derivation of galaxy physical properties with deep machine learning using mock fluxes and H-band images"")",2023-4-1,Prediction-Regression,CNN,Galaxies
194,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.3494R"", ""The miniJPAS survey quasar selection - II. Machine learning classification with photometric measurements and uncertainties"")",2023-4-1,Object Classification,CNN,Quasars
195,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.2269S"", ""Stellar classification with convolutional neural networks and photometric images: a new catalogue of 50 million SDSS stars without spectra"")",2023-4-1,Object Classification,NN:SCNet,Stars
196,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.1704B"", ""Determining satellite infall times using machine learning"")",2023-4-1,Prediction,NN,Galaxies
197,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJS..265...63C"", ""The Evryscope Fast Transient Engine: Real-time Detection for Rapidly Evolving Transients"")",2023-4-1,Object Detection,CNN:VETNET,Transient
198,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJS..265...34Y"", ""Application of Deep Reinforcement Learning to Major Solar Flare Forecasting"")",2023-4-1,Prediction,NN:DQN,Solar
199,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...947...47K"", ""Detection of Dipole Modulation in CMB Temperature Anisotropy Maps from WMAP and Planck using Artificial Intelligence"")",2023-4-1,Object Detection,NN,Cosmology
200,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...947...30N"", ""A Machine-learning Approach to Assessing the Presence of Substructure in Quasar-host Galaxies Using the Hyper Suprime-cam Subaru Strategic Program"")",2023-4-1,Feature Extraction/Dim Reduction/Cluster,VAE,AGN
201,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...947...29Y"", ""Recovering Cosmic Microwave Background Polarization Signals with Machine Learning"")",2023-4-1,Data Reconstruction,CNN,Cosmology
203,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...672A.180H"", ""Exoplanet characterization using conditional invertible neural networks"")",2023-4-1,Statistical Inference,CNN:cINN,Planet
204,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...672A.150T"", ""Augmenting photometric redshift estimates using spectroscopic nearest neighbours"")",2023-4-1,Object Classification,NN,Galaxies
205,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...672A.143D"", ""Barium stars as tracers of s-process nucleosynthesis in AGB stars. II. Using machine learning techniques on 169 stars"")",2023-4-1,Prediction,NN,Stars
206,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...672A.118P"", ""A machine learning approach for correcting radial velocities using physical observables"")",2023-4-1,Prediction-Regression,CNN,Stars
207,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...672A..65J"", ""Application of a neural network classifier for the generation of clean Small Magellanic Cloud stellar samples"")",2023-4-1,Object Classification,NN,Stars
208,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...672A..46A"", ""The Gaia-ESO Survey: Chemical evolution of Mg and Al in the Milky Way with machine learning"")",2023-4-1,Prediction-Regression,CNN,Stars
209,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...672A..30K"", ""Analysing the SEDs of protoplanetary disks with machine learning"")",2023-4-1,Simulation,NN,Planet
212,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107f4025L"", ""Solving the Teukolsky equation with physics-informed neural networks"")",2023-3-1,Simulation,PINNS,Cosmology
213,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107f3541S"", ""Modeling early-universe energy injection with dense neural networks"")",2023-3-1,Simulation,NN:MLP,Cosmology
214,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107f3523C"", ""Cosmology-informed neural networks to solve the background dynamics of the Universe"")",2023-3-1,Simulation,PINNS,Cosmology
215,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107f3517C"", ""Test of artificial neural networks in likelihood-free cosmological constraints: A comparison of information maximizing neural networks and denoising autoencoder"")",2023-3-1,Feature Extraction/Dim Reduction/Cluster,"NN:IMNN, DAE",Cosmology
219,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.1224W"", ""Residual neural networks for the prediction of planetary collision outcomes"")",2023-3-1,Prediction,RNN,Planet
220,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.6149B"", ""AGNs in post-mergers from the ultraviolet near infrared optical northern survey"")",2023-3-1,Object Detection,CNN,AGN
221,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.6028R"", ""Exoplanet atmosphere evolution: emulation with neural networks"")",2023-3-1,Simulation,NN,Planet
222,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5931C"", ""Reconstructing large-scale temperature profiles around z   6 quasars"")",2023-3-1,Data Reconstruction,CNN,Quasars
223,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5439C"", ""Modelling stellar activity with Gaussian process regression networks"")",2023-3-1,Prediction-Regression,NN:GPRN,Stars
224,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4735S"", ""Prospects for future studies using deep imaging: analysis of individual Galactic cirrus filaments"")",2023-3-1,Image Segmentation,Unet,Interstellar Medium
225,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4384E"", ""A probabilistic deep learning model to distinguish cusps and cores in dwarf galaxies"")",2023-3-1,Object Classification,CNN:MDCNN,Galaxies
226,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.3843A"", ""Detection of Einstein telescope gravitational wave signals from binary black holes using deep learning"")",2023-3-1,Object Detection,CNN,Gravitational Waves
227,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJS..265...23K"", ""Neural Stellar Population Synthesis Emulator for the DESI PROVABGS"")",2023-3-1,Simulation,NN,Galaxies
228,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJS..265...21R"", ""CLASS Survey Description: Coronal-line Needles in the SDSS Haystack"")",2023-3-1,Prediction,NN,Galaxies
229,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...945..106P"", ""A Deep-learning Anomaly-detection Method to Identify Gamma-Ray Bursts in the Ratemeters of the AGILE Anticoincidence System"")",2023-3-1,Anomaly Detection,CNN,High Energy: Gamma Rays
230,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023ApJ...945...77P"", ""Estimation of the Full-sky Power Spectrum between Intermediate and Large Angular Scales from Partial-sky CMB Anisotropies Using an Artificial Neural Network"")",2023-3-1,Prediction,NN,Cosmology
231,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023AJ....165..123D"", ""Identification of Galaxy Shreds in Large Photometric Catalogs Using Convolutional Neural Networks"")",2023-3-1,Object Detection,CNN,Galaxies
232,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023AJ....165..118A"", ""A Reinforcement Learning-Based Follow-up Framework"")",2023-3-1,Recommender System,RL,Instruments/Software/Methods
233,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023AJ....165...95T"", ""Identifying Exoplanets with Deep Learning. V. Improved Light-curve Classification for TESS Full-frame Image Observations"")",2023-3-1,Object Detection,CNN,Planet
234,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...671A.147S"", ""HOLISMOKES. IX. Neural network inference of strong-lens parameters and uncertainties from ground-based images"")",2023-3-1,Prediction-Regression,CNN,Gravitational Lenses
237,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...671A..73P"", ""Identifying preflare spectral features using explainable artificial intelligence"")",2023-3-1,Object Detection,CNN:Grad-CAM,Solar
238,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...671A..61N"", ""The Gaia-ESO Survey: Preparing the ground for 4MOST and WEAVE galactic surveys. Chemical evolution of lithium with machine learning"")",2023-3-1,Object Detection,CNN,Stars
239,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023A&A...671A..39H"", ""Utilization of convolutional neural networks for H I source finding. Team FORSKA-Sweden approach to SKA Data Challenge 2"")",2023-3-1,Object Detection,CNN,Galaxies
240,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107d4032Y"", ""Deep learning for intermittent gravitational wave signals"")",2023-2-1,Statistical Inference,CNN,Gravitational Waves
241,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107d3509G"", ""Neural networks optimized by genetic algorithms in cosmology"")",2023-2-1,Prediction-Regression,NN,Cosmology
242,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023PhRvD.107d3015N"", ""Uncovering dark matter density profiles in dwarf galaxies with graph neural networks"")",2023-2-1,Statistical Inference,GNN,Dark Matter
244,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.2349L"", ""Modelling internal structure of differentiated asteroids via data-driven approach"")",2023-2-1,Simulation,NN:INN,Planet
245,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.2199E"", ""ERGO-ML I: inferring the assembly histories of IllustrisTNG galaxies from integral observable properties via invertible neural networks"")",2023-2-1,Statistical Inference,CNN:cINN,Galaxies
246,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2023MNRAS.519..948L"", ""A measurement of the distance to the Galactic centre using the kinematics of bar stars"")",2023-2-1,Prediction-Regression,NN,Galaxies
